claim_id,policy_id,policyholder_id,claim_type,incident_date,filed_date,days_to_file,claim_amount,approved_amount,status,description,vehicle_id,provider_id,shop_id,law_firm_id,adjuster_id,payout_bank_account_id,submission_channel,ip_hash,device_hash,label_is_fraud,fraud_scenario
CL0000098,PO002046,PH000501,AUTO,2025-05-05,2025-05-07,2,7879.61,6011.82,DENIED,Father moment foreign pull child treat skin couple those bank evening no Democrat.,VE000228,,RS000163,,AJ000044,BA000683,AGENT,3d1dd0abf385ed183d59222c,eb3cab34f6d30f5206f524ed,0,
CL0000099,PO001961,PH000976,HOME,2025-09-16,2025-09-17,1,20410.89,8341.85,APPROVED,East trial teach easy car artist big rather under Congress foot painting rock.,,,,,AJ000024,BA000964,WEB,dc7c5f959e9c70935328d553,e30e3c5302c7f2fd50618047,0,
CL0000100,PO001689,PH002474,HOME,2024-07-01,2024-07-15,14,14136.81,6788.0,APPROVED,Former energy need believe rich dark live her may Mrs feeling myself record involve star.,,,,,AJ000019,BA000296,WEB,9a3076ddbd3e62c395053646,9fb80a4da207e915c98d33ee,0,
CL0000101,PO000717,PH001367,AUTO,2025-09-29,2025-10-04,5,14747.35,9698.21,APPROVED,Wall effort tonight everything organization floor throw fill then former memory others hard read daughter.,VE000931,,RS000116,,AJ000036,BA000801,PHONE,aa71d1720339b615e3f7ff92,7376de85525d194f613a3ac4,0,
CL0000102,PO002002,PH001546,HEALTH,2025-08-15,2025-08-20,2,11654.28,5597.86,APPROVED,While order church their Mr single great adult this laugh.,,PR000184,,,AJ000043,BA000349,PHONE,a43904a1ca7e9a7d9c1f7486,2c2debfa7e21fd04e6784693,1,rapid_reclaim_burst
CL0000103,PO000887,PH000723,HEALTH,2025-02-04,2025-02-18,14,9593.17,4620.36,PENDING,Kind wrong everybody cut nature white song create.,,PR000090,,,AJ000041,BA001896,WEB,ba42d93b279ff7827e875c69,7e604e4b270eca9185d1934e,0,
CL0000104,PO000423,PH000439,AUTO,2024-06-13,2024-06-18,5,12578.95,6470.57,DENIED,Room condition girl view rule all indeed statement describe investment example.,VE000059,,RS000139,LF000025,AJ000015,BA000131,AGENT,0877a366c55d7bf8a637af4c,c262136a5506f4683fe20e5f,0,
CL0000105,PO000598,PH000621,AUTO,2025-08-14,2025-08-28,14,14119.51,9618.24,DENIED,Population suddenly pass financial social try west different generation eight.,VE000914,,RS000043,,AJ000002,BA001932,AGENT,18faf60226f0c202d5c715d4,b51bf577b69a81cf43d89b8f,0,
CL0000106,PO002149,PH000517,HEALTH,2024-07-26,2024-07-28,2,7796.31,4632.79,APPROVED,Item fight election later alone news hope trial or.,,PR000235,,,AJ000022,BA000611,PHONE,da80ff95610305d3af75f8bb,d0fc796aa2847e8de9648b49,0,
CL0000107,PO000547,PH001939,HOME,2024-01-07,2024-01-08,1,1276.45,893.03,APPROVED,Single trade song yeah art time else answer religious.,,,,,AJ000043,BA000284,AGENT,6c42860702926508d75b4d03,d2ac61700ba7f841ebbb9bfb,0,
CL0000108,PO000656,PH000094,AUTO,2025-05-16,2025-05-23,7,9913.5,5744.24,APPROVED,Bill he huge article space painting smile writer.,VE000643,,RS000159,,AJ000020,BA001447,AGENT,9bad8a1b0b7557c313ea3065,646529e1e6d006c995d449dc,0,
CL0000109,PO000079,PH000034,AUTO,2024-01-19,2024-02-02,14,19562.04,11091.01,DENIED,Among road perform study born chance receive only what force animal from marriage phone material.,VE001048,,RS000032,LF000056,AJ000011,BA000851,WEB,2ed7d5fcff968214abda20c9,f860bc9cc52b49b1737cdc68,0,
CL0000110,PO000859,PH000461,AUTO,2025-03-04,2025-03-04,0,10378.09,5027.64,DENIED,Value future carry although tell else name better whether.,VE002166,,RS000059,LF000057,AJ000012,BA001112,AGENT,b401ee862549220e84abb0f6,7c9900cd08814f5539e9beaa,0,
CL0000111,PO001124,PH002442,AUTO,2024-07-21,2024-08-04,14,7814.95,4994.59,DENIED,End return writer actually training across off example grow around challenge serve north raise series painting.,VE000579,,RS000143,LF000038,AJ000007,BA001702,WEB,5161190d5ea7c991459e9262,c55777db742a21debb32bb61,0,
CL0000112,PO000507,PH000223,AUTO,2025-03-08,2025-03-22,14,17432.66,11491.35,APPROVED,Central mention day capital home serious grow even cup third song company.,VE001251,,RS000002,,AJ000000,BA001041,PHONE,78572ee2d52d7499c58b843e,2c72d85da24eb3af1a9766c6,0,
CL0000113,PO000263,PH000357,HEALTH,2024-01-20,2024-01-25,5,8464.68,3528.46,APPROVED,Little center movie happen listen difficult father suffer remember program inside spend chance body lot.,,PR000139,,,AJ000047,BA001356,WEB,3ef41df212d173049569d268,fde24ff12e5ba1d8beffec59,0,
CL0000114,PO001348,PH000354,HEALTH,2025-11-02,2025-11-04,2,17027.6,14585.41,APPROVED,Town idea idea then up author within but character history.,,PR000043,,,AJ000037,BA000530,WEB,edb9367895cb47971062b126,bff9ce7bdf81a09084988253,0,
CL0000115,PO001469,PH000851,HEALTH,2024-01-07,2024-01-12,5,14547.75,10742.07,APPROVED,Somebody spend sometimes third rather figure this interesting heart process popular art study thought hotel unit.,,PR000180,,,AJ000046,BA000799,WEB,9ee655e2c60ee843dac71c1b,ed6fed554654aaea325eaaa3,0,
CL0000116,PO001357,PH001220,AUTO,2025-01-16,2025-01-18,2,5984.3,5618.0,PENDING,Who cost too exactly stay serve option or resource story fund.,VE000196,,RS000083,,AJ000035,BA000790,AGENT,9b0b73174a5cf98cc00538f4,3034e8dcb861f51a0f849a9a,0,
CL0000117,PO001822,PH000345,HOME,2025-10-13,2025-10-18,5,9849.96,7729.17,APPROVED,Win store develop green entire everyone source others dog clear region.,,,,,AJ000031,BA001657,PHONE,ce6559e8055054cc5d282f4e,494d5c2ce2cf0ae696e1d06d,0,
CL0000118,PO000812,PH000660,AUTO,2025-09-02,2025-09-07,5,17157.67,14188.73,APPROVED,Song spring become thing particularly land present onto together white push.,VE001329,,RS000081,,AJ000027,BA000743,AGENT,48921ebb2542b3e2466fd073,c10ecb1513d2d079082d0ba5,0,
CL0000119,PO002225,PH002339,AUTO,2025-07-19,2025-07-26,7,9319.56,5144.38,PENDING,Travel successful moment moment anyone until western who stand.,VE000076,,RS000060,LF000058,AJ000022,BA002185,AGENT,25d73e7d4b6f21708e1abb07,7d82819d0c88710dcb8ae38c,0,
CL0000120,PO000028,PH001992,AUTO,2025-12-24,2026-01-07,14,10782.82,9053.26,PENDING,Guy explain heavy he down little everyone sport along modern that stand international wish.,VE001267,,RS000033,,AJ000014,BA001507,PHONE,ad05645b7256356c316f4e81,29cac8eefc55ceadde51e026,0,
CL0000121,PO001208,PH000571,AUTO,2025-11-07,2025-11-21,14,13440.65,11241.74,APPROVED,Carry important high news include memory shoulder help.,VE001666,,RS000113,,AJ000031,BA000361,WEB,cb0d998174bdffb69da6562b,a85c897b9bff3cf8189d79d7,0,
CL0000122,PO001839,PH000049,HEALTH,2025-08-29,2025-09-12,1,13703.01,9006.37,DENIED,Anyone chair fast week once which common.,,PR000228,,LF000012,AJ000016,BA001331,AGENT,6e2c8f23cd91b0607838323e,a84076d2a2067fa21d26352d,1,triangle_lawfirm_provider
CL0000123,PO000426,PH002150,AUTO,2024-03-30,2024-04-13,14,811.92,484.03,PENDING,Start claim resource miss sound son never kitchen film pass.,VE002173,,RS000146,,AJ000002,BA000446,AGENT,ec4f13c6f851b0af64e2e527,2b749ba6e7032fcbfd1d23c5,0,
CL0000124,PO000687,PH000139,HEALTH,2024-07-04,2024-07-06,2,9486.04,7847.5,APPROVED,Democratic response meet race century behind rate relationship executive save risk control reflect.,,PR000015,,LF000032,AJ000012,BA001115,AGENT,c76db8e70939666359f97793,da4eaa7501c1472dc8f63a44,0,
CL0000125,PO000288,PH000347,HEALTH,2024-05-13,2024-05-20,7,10643.47,8481.09,APPROVED,Artist attorney size smile strong market whether dinner college laugh happen box firm book already two.,,PR000001,,,AJ000031,BA001150,WEB,c3a3402be7b16109749da4c2,2bc0a25d5020dc40e6a16a27,0,
CL0000126,PO000478,PH001441,HOME,2024-09-09,2024-09-23,14,26551.0,23527.41,APPROVED,Color should soon base join property report travel.,,,,,AJ000008,BA001910,PHONE,f8fcdc351087a6c47a430939,5a7934f360bcb8f11f4b4069,0,
CL0000127,PO001613,PH001519,HEALTH,2024-02-19,2024-03-04,14,9471.5,8997.92,PENDING,Event create worker total hot project turn.,,PR000206,,,AJ000043,BA001444,WEB,fa79159184ef3313d06879e4,a53969f792bc83a948dd8ae7,1,collusive_provider
CL0000128,PO002102,PH001002,AUTO,2025-01-09,2025-01-23,14,21220.59,13116.66,PENDING,Edge data force senior for sometimes glass himself could most friend century success stay book.,VE000429,,RS000139,,AJ000016,BA000961,PHONE,7962c2cb4a8bb435e7f672e3,972eaf5ad258236064b7c4e9,0,
CL0000129,PO001621,PH001517,AUTO,2025-12-14,2025-12-17,1,15889.4,6391.35,DENIED,Able fast here interest want peace say box probably sort month design away central audience.,VE000971,,RS000127,,AJ000039,BA001217,PHONE,bd08c97b95394a4e5488f1ae,da1f325b085ad07ba19e776f,1,rapid_reclaim_burst
CL0000130,PO001894,PH000018,HEALTH,2025-12-01,2025-12-15,14,5712.78,2631.74,DENIED,Book meet term guess receive dream stage article structure eight prove.,,PR000246,,LF000025,AJ000037,BA000697,WEB,1b3438ef653a26510c505b4b,86ce4e8c208d8f29a36a25c7,0,
CL0000131,PO001579,PH002443,AUTO,2025-10-17,2025-10-31,14,8079.23,5239.85,APPROVED,Child education bad example raise money financial part fight strong major.,VE001452,,RS000145,LF000025,AJ000001,BA001061,AGENT,a0518800b5c18e3ffc89a687,2e8672c53ed4650fabb35324,0,
CL0000132,PO002111,PH001011,HOME,2024-08-02,2024-08-16,14,33440.76,29234.58,APPROVED,Specific amount TV trip another everybody rule poor return many see since TV front wonder.,,,,,AJ000029,BA001757,PHONE,a9b45f46b5a3c7018722c64d,c0c906c9b623b57f875c344e,0,
CL0000133,PO001845,PH000275,AUTO,2025-06-03,2025-06-17,14,20344.98,19173.56,PENDING,Edge tax such at collection go white create.,VE000295,,RS000096,,AJ000019,BA000893,AGENT,5d9eef41bc15f21de830fac5,5dc1bb4743c433bdc57f4d39,0,
CL0000134,PO000159,PH000508,AUTO,2025-05-15,2025-05-29,14,15500.58,11911.55,APPROVED,Yes inside environment hope name two include market case skill own.,VE001908,,RS000119,,AJ000006,BA000791,WEB,7687b0aa6e0f94d5b9ed6323,f1f797d9975225f4b366a056,0,
CL0000135,PO002565,PH000505,HOME,2024-01-03,2024-01-10,7,13882.69,7009.52,APPROVED,Speak look style mouth picture remain back magazine his up rich tax listen kid.,,,,,AJ000032,BA001317,WEB,fb456afcf6c4927438fdb833,b0d4d209b93081811d1e6d95,0,
CL0000136,PO000774,PH001951,HEALTH,2025-02-22,2025-03-01,2,13087.1,7803.58,DENIED,Everyone child next ahead large have learn admit art against wish.,,PR000011,,,AJ000014,BA001432,WEB,64775f3396528a0a5e58365f,3d5aff20a62371b5b5b08adf,1,shared_bank_account_ring
CL0000137,PO001608,PH000559,HOME,2024-11-18,2024-11-21,3,11317.89,6587.67,APPROVED,Teach form list task thousand per happen tell instead.,,,,LF000039,AJ000028,BA000638,AGENT,0444c0a44dd47580f228cf2f,bd275640aefb7b690310ede0,0,
CL0000138,PO000219,PH000527,HOME,2024-07-11,2024-07-13,2,9740.42,5460.58,APPROVED,Exist most blood join garden less region.,,,,,AJ000021,BA000136,AGENT,f17deada35c45f07b641026f,3f5cd02146981f4bfb0a9a75,0,
CL0000139,PO001462,PH000069,HOME,2024-11-17,2024-11-22,5,34540.96,32471.15,APPROVED,When major kitchen interest data feel condition field wide mother.,,,,LF000026,AJ000007,BA001926,WEB,48a8b922bc7396c9d8d4feea,3b0ae49e5a84e708b8c73803,0,
CL0000140,PO001712,PH000329,HOME,2024-11-12,2024-11-15,3,12935.57,8518.84,APPROVED,Strategy according goal bar local high strong back significant election writer.,,,,,AJ000049,BA000655,AGENT,32cd4c60acecef77c91625a8,ce4cad0e2c00184c65c8f19b,0,
CL0000141,PO001021,PH001331,HEALTH,2025-11-09,2025-11-16,7,12250.61,9992.87,APPROVED,Line win able person career wife room factor treatment foreign front media keep wear training alone.,,PR000003,,,AJ000020,BA000121,PHONE,6de30e02bc707ac90da26929,0072f5e2b4b9ca884755ca2b,0,
CL0000142,PO000423,PH000439,AUTO,2024-06-06,2024-06-08,2,3967.86,3019.22,APPROVED,Position pretty chance easy meeting hit them room peace rich safe what whole whom answer.,VE000108,,RS000093,,AJ000018,BA001717,PHONE,fd92f58c653cd10545d198a2,887532bcdd5bcb9792a4a8ab,0,
CL0000143,PO001017,PH000469,AUTO,2025-11-18,2025-11-18,0,6241.4,3664.08,APPROVED,Morning special price total ago moment way federal view beautiful quickly quality.,VE001363,,RS000013,LF000026,AJ000013,BA001363,PHONE,9494a5de69f94696c5571dc0,8d18e9672688926c6f469e5b,0,
CL0000144,PO002041,PH002040,AUTO,2025-05-13,2025-05-27,14,13641.16,7079.94,APPROVED,Minute mean property themselves tonight last account dinner such will care among into.,VE000560,,RS000124,,AJ000012,BA000252,PHONE,611e3fc053bd504b324ae799,8896316c9970d026a45e557a,0,
CL0000145,PO000144,PH001891,AUTO,2024-01-30,2024-02-06,7,15518.76,9425.57,APPROVED,Show question fast industry effort stand act little computer beat project left discussion foreign work.,VE000582,,RS000108,,AJ000036,BA000071,AGENT,8bba7d048017ba80741631a7,b653a6c0cf8a34541775fd02,0,
CL0000146,PO000752,PH001176,HEALTH,2024-06-02,2024-06-03,1,12242.32,7593.01,APPROVED,Recently fine federal body enough act property evidence the message project operation although around.,,PR000117,,,AJ000002,BA001768,PHONE,4494e3758aaab84a1c1de232,297518d2e2616819d35459a3,0,
CL0000147,PO000097,PH000516,HOME,2024-03-09,2024-03-23,14,6456.2,4656.28,APPROVED,Could country stock director science dream soldier exactly old moment industry tree effect.,,,,,AJ000019,BA000135,AGENT,8fc609efa78c01e116322746,fe8ecff8a2b526621e226bc4,0,
CL0000148,PO001948,PH000111,AUTO,2024-06-16,2024-06-30,14,8906.72,4511.26,DENIED,Edge same memory member almost just read space father.,VE000973,,RS000175,,AJ000037,BA000297,WEB,b57b9b06aa064b453b654d75,af73f52356f435c23427b6c3,0,
CL0000149,PO002367,PH000865,AUTO,2025-01-21,2025-02-04,14,13719.29,7180.43,PENDING,Window best eat upon until first very check.,VE001967,,RS000021,,AJ000026,BA000172,AGENT,d25916a230db0043a6d51dad,59a998f81f98e6dd8b9edf9d,0,
CL0000150,PO000515,PH002066,HOME,2024-05-28,2024-06-04,7,15834.26,10287.78,APPROVED,Heart successful himself gun free argue outside full including agreement garden democratic brother his.,,,,LF000018,AJ000039,BA001327,AGENT,bfa89de46b8d86673edd7c20,b2c65c21bee5d82997683be6,0,
CL0000151,PO002193,PH001125,HOME,2025-03-31,2025-04-14,14,32706.87,16563.86,PENDING,Heavy know start opportunity similar night outside.,,,,,AJ000042,BA002123,AGENT,cced6992ea20f52c6bdbdb6b,b348868a27c9236460958bb7,0,
CL0000152,PO000105,PH000754,HEALTH,2024-03-22,2024-04-05,14,10050.63,9003.81,APPROVED,Mention perhaps cause leader never project edge.,,PR000066,,,AJ000026,BA001497,PHONE,68efc05e7cdf0c309a254bdb,61d213ac03c16f54da813499,1,shared_address_phone_cluster
CL0000153,PO000562,PH001068,AUTO,2024-10-04,2024-10-11,7,1078.59,919.02,PENDING,Reduce among establish professor both record smile front eye training.,VE001747,,RS000067,,AJ000044,BA001052,PHONE,b46cf2e1a9ad9d8dd7936358,6da1be8524bd118a2440b5a3,0,
CL0000154,PO000724,PH000896,AUTO,2025-01-05,2025-01-10,5,10404.63,6993.47,APPROVED,Budget reveal mind should choose throw whether hold appear worry lay heart situation reason.,VE002196,,RS000066,LF000000,AJ000044,BA001116,PHONE,d28ad9fd8c21b5a685b43a70,dfaf7355557e62a13d356b2f,0,
CL0000155,PO001917,PH001276,AUTO,2025-04-14,2025-04-28,14,4801.45,4225.28,APPROVED,Particularly step nearly write art type shake.,VE002048,,RS000072,,AJ000009,BA001254,AGENT,36fe9b8ec3529858cf0bbd70,eb90ac1720bb616554383b7b,1,inflated_repair_shop
CL0000156,PO000251,PH001637,AUTO,2025-09-05,2025-09-07,2,17688.96,14076.06,APPROVED,Technology material simple star as family ground.,VE001546,,RS000065,LF000001,AJ000000,BA001399,PHONE,ef59d04931736f361b2114bb,331333fe32faf7465ed9382c,0,
CL0000157,PO000305,PH001659,HEALTH,2025-10-22,2025-10-29,7,13169.72,8149.39,APPROVED,Which air coach themselves movie along trial rest then response everything anything protect speech each.,,PR000131,,LF000012,AJ000004,BA001644,PHONE,7bee9a0e11eaf5c5063cf902,3e5621dcf184c441fb18a207,0,
CL0000158,PO002364,PH000996,AUTO,2025-01-11,2025-01-18,7,3860.12,1805.63,PENDING,Choice decide church nearly subject should series call site able month past.,VE000713,,RS000067,LF000043,AJ000023,BA000975,AGENT,711d36951ed9cd801b5ad423,f3bce00eb27b9665c40126dc,0,
CL0000159,PO001106,PH002049,HEALTH,2024-03-26,2024-04-09,14,10949.96,10264.57,APPROVED,Form common lay radio every beautiful red research garden assume house feeling strong look name.,,PR000142,,,AJ000035,BA000080,WEB,1712e241f03c3a1f1a46eb83,3698d2f8a1e02cbf81a7f58b,0,
CL0000160,PO000485,PH000185,AUTO,2025-04-27,2025-04-27,0,11706.05,10298.07,APPROVED,Computer experience local trial evening talk industry wonder oil mouth represent.,VE000420,,RS000093,,AJ000030,BA001914,AGENT,040b73c0554ba58d9bb8223e,6a28f8367520a8c1d9b5a0a2,0,
CL0000161,PO000224,PH001728,AUTO,2025-04-27,2025-05-11,14,2034.16,1426.73,APPROVED,Television position coach program treatment thank none activity nothing.,VE001527,,RS000113,,AJ000028,BA000621,PHONE,c65c9b931917f9f3b46115f8,0a5f793a925d6c185a0aad92,0,
CL0000162,PO001688,PH000486,HEALTH,2024-03-26,2024-04-02,7,822.78,704.11,PENDING,Market four language hospital kid key yourself big public.,,PR000236,,LF000043,AJ000030,BA000208,PHONE,23aa23a658b2794515872e02,997fff3561b8c8c47750f105,0,
CL0000163,PO002274,PH000434,AUTO,2025-01-05,2025-01-06,1,4544.14,3479.98,DENIED,Star market any vote federal new mother hard.,VE001939,,RS000041,,AJ000040,BA000940,AGENT,79bba2ae2be5369da2cd96bb,99020ca8b99b0076bbecbb5d,0,
CL0000164,PO000719,PH001988,AUTO,2024-02-03,2024-02-05,2,21782.85,14352.01,APPROVED,Do amount hear brother him measure nearly cause table possible international firm.,VE001938,,RS000068,,AJ000043,BA001367,AGENT,33d6dda1f672928a01889d05,476e7822e6347607fe765353,0,
CL0000165,PO001729,PH000038,HOME,2024-11-25,2024-12-02,7,16070.02,13776.49,APPROVED,Tv mother memory it attorney clear what listen artist from over together option available.,,,,,AJ000009,BA001571,AGENT,b922e5fe85a25516398651f7,4c6b8bf0e155f4d556865291,0,
CL0000166,PO002521,PH001416,AUTO,2024-09-21,2024-09-28,7,4314.19,1993.82,APPROVED,Just decide star continue president home because show wall look.,VE000865,,RS000112,,AJ000043,BA001500,WEB,982194c01aef5f1f6cd300dc,998335e6c5f6aa775cb8c3ae,0,
CL0000167,PO000976,PH001491,AUTO,2025-04-14,2025-04-28,14,21645.94,20996.56,APPROVED,Goal school explain threat follow vote design plant.,VE001619,,RS000146,,AJ000005,BA001832,WEB,7ac7faf8c958bb381e6d0a37,ea42d74cc242e821239da879,1,adjuster_collusion
CL0000168,PO001543,PH001786,HEALTH,2024-01-05,2024-01-19,14,1773.58,1485.63,APPROVED,Poor participant before safe task list best machine professional response toward film.,,PR000077,,,AJ000002,BA001487,AGENT,e65f7cd704689304c2c5123e,dd27eaf531390342dd7afc63,0,
CL0000169,PO001601,PH000281,HOME,2025-06-12,2025-06-19,7,20793.96,8984.48,APPROVED,Agent success save type keep action begin person use power whatever image medical offer.,,,,,AJ000021,BA002061,PHONE,4317d8493aa4fdadbf68db91,733c136132c7fd24bd5e1fe0,0,
CL0000170,PO000184,PH001547,AUTO,2025-11-21,2025-11-26,5,6216.43,4461.27,APPROVED,Fund bank base also sign up sea.,VE001788,,RS000053,,AJ000023,BA000997,PHONE,5f3583787b825ec5453f3a86,b0621ec087e618e697619452,0,
CL0000171,PO002421,PH001540,HEALTH,2024-04-21,2024-04-23,2,1210.22,950.78,APPROVED,Seven benefit red than picture ahead try forget table step mission especially sister.,,PR000095,,,AJ000004,BA002188,AGENT,a61a8d0ead30d95db4b0b310,9c76ee480cc1d9b97dd39e1b,0,
CL0000172,PO001737,PH000552,AUTO,2025-06-07,2025-06-14,7,14968.22,12725.66,APPROVED,Never require region marriage best attention form city visit.,VE000312,,RS000062,,AJ000036,BA001687,AGENT,32bf2a26e2d175caae2ff7c0,70ab6a7fbc3cc7caf52a7ee3,0,
CL0000173,PO000858,PH001076,AUTO,2024-02-23,2024-03-08,14,10423.95,8143.7,APPROVED,Cold season strong possible TV early right act surface on discuss product state no later.,VE002178,,RS000002,,AJ000002,BA000639,PHONE,47c052f5015b7639359ed7bb,84d241c984fa3a9c02e4baec,0,
CL0000174,PO001084,PH002050,HEALTH,2024-06-07,2024-06-12,5,16797.21,6798.81,PENDING,My fill kind movement risk show stay knowledge while myself.,,PR000217,,,AJ000034,BA000671,AGENT,ed205a4bb3974ed2343a6e68,47fa0eb7fffce82f15f48920,0,
CL0000175,PO001983,PH000661,AUTO,2025-07-15,2025-07-29,14,16027.15,13098.72,APPROVED,Avoid case development suffer road wish Mr property add pattern very.,VE001154,,RS000120,,AJ000016,BA001147,PHONE,ad60f0f3d42f3e309c4ff961,a2461b182d5d2979d64cec58,0,
CL0000176,PO000020,PH001998,AUTO,2024-10-28,2024-10-30,2,6055.62,4823.8,APPROVED,Stage floor now low risk data region out operation range police four sister.,VE001032,,RS000174,,AJ000011,BA000330,WEB,5baac70bb9076b6a90079a36,f806d78ac7800f6eedaca9b4,0,
